id,billboard_id,track_title,track_performer,file_path,jams_path
billboard_358,0950,All I Ever Need Is You,Sonny & Cher,../../partitions/billboard/raw/original/0950/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_358.jams
billboard_359,0508,For Ol' Times Sake,Elvis Presley,../../partitions/billboard/raw/original/0508/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_359.jams
billboard_360,0198,Along Comes A Woman,Chicago,../../partitions/billboard/raw/original/0198/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_360.jams
billboard_361,1072,Be My Guest,Fats Domino,../../partitions/billboard/raw/original/1072/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_361.jams
billboard_362,1240,Alive Again,Chicago,../../partitions/billboard/raw/original/1240/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_362.jams
billboard_363,0968,Coming On Strong,Brenda Lee,../../partitions/billboard/raw/original/0968/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_363.jams
billboard_364,1086,Don't Leave Me This Way,Thelma Houston,../../partitions/billboard/raw/original/1086/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_364.jams
billboard_365,0154,Lonely Eyes,Robert John,../../partitions/billboard/raw/original/0154/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_365.jams
billboard_366,0366,Feelin' Stronger Every Day,Chicago,../../partitions/billboard/raw/original/0366/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_366.jams
billboard_367,0530,This House,Tracie Spencer,../../partitions/billboard/raw/original/0530/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_367.jams
billboard_368,0359,Just Like Heaven,The Cure,../../partitions/billboard/raw/original/0359/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_368.jams
billboard_369,0196,Love Me Warm And Tender,Paul Anka,../../partitions/billboard/raw/original/0196/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_369.jams
billboard_370,1044,I've Passed This Way Before,Jimmy Ruffin,../../partitions/billboard/raw/original/1044/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_370.jams
billboard_371,1276,Baby Don t Forget My Number,Milli Vanilli,../../partitions/billboard/raw/original/1276/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_371.jams
billboard_372,0734,I Will,Dean Martin,../../partitions/billboard/raw/original/0734/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_372.jams
billboard_373,0506,After the Lovin',Engelbert Humperdinck,../../partitions/billboard/raw/original/0506/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_373.jams
billboard_374,0162,Sweet Nothin's,Brenda Lee,../../partitions/billboard/raw/original/0162/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_374.jams
billboard_375,1282,Crackerbox Palace,George Harrison,../../partitions/billboard/raw/original/1282/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_375.jams
billboard_376,1249,Rock'n Me,Steve Miller Band,../../partitions/billboard/raw/original/1249/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_376.jams
billboard_377,0995,Gloria,Laura Branigan,../../partitions/billboard/raw/original/0995/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_377.jams
billboard_378,0961,Take A Chance On Me,Abba,../../partitions/billboard/raw/original/0961/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_378.jams
billboard_379,0539,Stop This Game,Cheap Trick,../../partitions/billboard/raw/original/0539/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_379.jams
billboard_380,1285,Upside Down,Diana Ross,../../partitions/billboard/raw/original/1285/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_380.jams
billboard_381,0501,Last Dance,Donna Summer,../../partitions/billboard/raw/original/0501/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_381.jams
billboard_382,0733,Bird Dog,The Everly Brothers,../../partitions/billboard/raw/original/0733/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_382.jams
billboard_383,1271,The Rose,Bette Midler,../../partitions/billboard/raw/original/1271/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_383.jams
billboard_384,0191,People Got To Be Free,The Rascals,../../partitions/billboard/raw/original/0191/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_384.jams
billboard_385,1043,Is There Something I Should Know,Duran Duran,../../partitions/billboard/raw/original/1043/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_385.jams
billboard_386,0992,Nightshift,The Commodores,../../partitions/billboard/raw/original/0992/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_386.jams
billboard_387,0905,Teach Your Children,"Crosby, Stills & Nash",../../partitions/billboard/raw/original/0905/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_387.jams
billboard_388,0139,The Way You Do The Things You Do,UB40,../../partitions/billboard/raw/original/0139/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_388.jams
billboard_389,1212,Baby Don't Go,Sonny & Cher,../../partitions/billboard/raw/original/1212/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_389.jams
billboard_390,1020,Hey You! Get Off My Mountain,The Dramatics,../../partitions/billboard/raw/original/1020/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_390.jams
billboard_391,0596,Letter Full of Tears,Gladys Knight & The Pips,../../partitions/billboard/raw/original/0596/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_391.jams
billboard_392,0562,Fool That I Am,Etta James,../../partitions/billboard/raw/original/0562/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_392.jams
billboard_393,0334,Somebody s Watching Me,Rockwell,../../partitions/billboard/raw/original/0334/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_393.jams
billboard_394,0106,If,Bread,../../partitions/billboard/raw/original/0106/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_394.jams
billboard_395,0768,That Girl,Stevie Wonder,../../partitions/billboard/raw/original/0768/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_395.jams
billboard_396,0902,Honey Honey,ABBA,../../partitions/billboard/raw/original/0902/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_396.jams
billboard_397,1018,In The Midnight Hour,Wilson Pickett,../../partitions/billboard/raw/original/1018/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_397.jams
billboard_398,0101,A Lesson in Leavin,Dottie West,../../partitions/billboard/raw/original/0101/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_398.jams
billboard_399,0757,World In My Eyes,Depeche Mode,../../partitions/billboard/raw/original/0757/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_399.jams
billboard_400,0565,Judy,Elvis Presley,../../partitions/billboard/raw/original/0565/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_400.jams
billboard_401,0591,The Long Run,Eagles,../../partitions/billboard/raw/original/0591/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_401.jams
billboard_402,1027,Lucky,Greg Kihn,../../partitions/billboard/raw/original/1027/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_402.jams
billboard_403,0598,Wish Someone Would Care,Irma Thomas,../../partitions/billboard/raw/original/0598/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_403.jams
billboard_404,0761,Walk Right In,Dr. Hook,../../partitions/billboard/raw/original/0761/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_404.jams
billboard_405,0553,Maniac,Michael Sembello,../../partitions/billboard/raw/original/0553/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_405.jams
billboard_406,1011,I Drove All Night,Cyndi Lauper,../../partitions/billboard/raw/original/1011/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_406.jams
billboard_407,1223,I'll Tumble 4 Ya,Culture Club,../../partitions/billboard/raw/original/1223/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_407.jams
billboard_408,0795,I Want You,Marvin Gaye,../../partitions/billboard/raw/original/0795/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_408.jams
billboard_409,0759,Foggy Mountain Breakdown,Flatt & Scruggs,../../partitions/billboard/raw/original/0759/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_409.jams
billboard_410,0933,Eleanor Rigby,Ray Charles,../../partitions/billboard/raw/original/0933/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_410.jams
billboard_411,0792,Almost Grown,Chuck Berry,../../partitions/billboard/raw/original/0792/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_411.jams
billboard_412,1016,Disco Inferno,The Trammps,../../partitions/billboard/raw/original/1016/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_412.jams
billboard_413,0302,Do You Want To Know A Secret,The Beatles,../../partitions/billboard/raw/original/0302/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_413.jams
billboard_414,0130,Tumbling Dice,The Rolling Stones,../../partitions/billboard/raw/original/0130/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_414.jams
billboard_415,0554,Walk Right In,The Moments,../../partitions/billboard/raw/original/0554/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_415.jams
billboard_416,0766,Ask Me,Elvis Presley,../../partitions/billboard/raw/original/0766/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_416.jams
billboard_417,0190,Never Can Say Goodbye,Gloria Gaynor,../../partitions/billboard/raw/original/0190/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_417.jams
billboard_418,1042,Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,../../partitions/billboard/raw/original/1042/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_418.jams
billboard_419,1270,Lambada,Kaoma,../../partitions/billboard/raw/original/1270/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_419.jams
billboard_420,0958,Miss You,The Rolling Stones,../../partitions/billboard/raw/original/0958/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_420.jams
billboard_421,0356,Dum Dum,Brenda Lee,../../partitions/billboard/raw/original/0356/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_421.jams
billboard_422,0500,The Battle Of New Orleans,Johnny Horton,../../partitions/billboard/raw/original/0500/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_422.jams
billboard_423,0993,There Goes My Everything,Elvis Presley,../../partitions/billboard/raw/original/0993/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_423.jams
billboard_424,0369,Kind Of A Drag,The Buckinghams,../../partitions/billboard/raw/original/0369/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_424.jams
billboard_425,1089,Who Will You Run To,Heart,../../partitions/billboard/raw/original/1089/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_425.jams
billboard_426,0967,Breezin',George Benson,../../partitions/billboard/raw/original/0967/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_426.jams
billboard_427,0507,Still,Commodores,../../partitions/billboard/raw/original/0507/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_427.jams
billboard_428,0735,Getaway,Earth Wind and Fire,../../partitions/billboard/raw/original/0735/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_428.jams
billboard_429,0351,Roll On Down The Highway,Bachman-Turner Overdrive,../../partitions/billboard/raw/original/0351/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_429.jams
billboard_430,1283,Standing In The Shadows Of Love,Four Tops,../../partitions/billboard/raw/original/1283/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_430.jams
billboard_431,1277,American Storm,Bob Seger,../../partitions/billboard/raw/original/1277/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_431.jams
billboard_432,1045,Count On Me,Jefferson Starship,../../partitions/billboard/raw/original/1045/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_432.jams
billboard_433,1248,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,../../partitions/billboard/raw/original/1248/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_433.jams
billboard_434,0367,Undercover Angel,Alan O'Day,../../partitions/billboard/raw/original/0367/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_434.jams
billboard_435,1087,There But For Fortune,Joan Baez,../../partitions/billboard/raw/original/1087/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_435.jams
billboard_436,0155,Forever Man,Eric Clapton,../../partitions/billboard/raw/original/0155/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_436.jams
billboard_437,0969,Don't Ask Me Why,Billy Joel,../../partitions/billboard/raw/original/0969/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_437.jams
billboard_438,0531,Running Up That Hill,Kate Bush,../../partitions/billboard/raw/original/0531/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_438.jams
billboard_439,0393,Misunderstanding,Genesis,../../partitions/billboard/raw/original/0393/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_439.jams
billboard_440,1073,Devil Woman,Cliff Richard,../../partitions/billboard/raw/original/1073/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_440.jams
billboard_441,0956,Eye In The Sky,The Allan Parsons Project,../../partitions/billboard/raw/original/0956/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_441.jams
billboard_442,0358,Superman,Donna Fargo,../../partitions/billboard/raw/original/0358/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_442.jams
billboard_443,1246,Happy Man,Greg Kihn Band,../../partitions/billboard/raw/original/1246/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_443.jams
billboard_444,0360,I Want To Take You Higher,Ike & Tina Turner,../../partitions/billboard/raw/original/0360/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_444.jams
billboard_445,1279,Let The Music Play,Shannon,../../partitions/billboard/raw/original/1279/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_445.jams
billboard_446,0199,Could I Have This Dance,Anne Murray,../../partitions/billboard/raw/original/0199/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_446.jams
billboard_447,0116,Let It Rain,Eric Clapton,../../partitions/billboard/raw/original/0116/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_447.jams
billboard_448,0324,When Will I Be Loved,Linda Ronstadt,../../partitions/billboard/raw/original/0324/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_448.jams
billboard_449,0740,Living Doll,Cliff Richard,../../partitions/billboard/raw/original/0740/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_449.jams
billboard_450,0572,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,../../partitions/billboard/raw/original/0572/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_450.jams
billboard_451,0915,Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack,../../partitions/billboard/raw/original/0915/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_451.jams
billboard_452,1037,Town Without,Gene Pitney,../../partitions/billboard/raw/original/1037/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_452.jams
billboard_453,0747,Baby Can I Hold You,Tracy Chapman,../../partitions/billboard/raw/original/0747/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_453.jams
billboard_454,0323,Dream Police,Cheap Trick,../../partitions/billboard/raw/original/0323/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_454.jams
billboard_455,0111,Eight Miles High,The Byrds,../../partitions/billboard/raw/original/0111/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_455.jams
billboard_456,0785,Soul And Inspiration,The Righteous Brothers,../../partitions/billboard/raw/original/0785/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_456.jams
billboard_457,0315,Come And Get Your Love,Redbone,../../partitions/billboard/raw/original/0315/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_457.jams
billboard_458,0127,Stop the Wedding,Etta James,../../partitions/billboard/raw/original/0127/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_458.jams
billboard_459,0543,If I Can Dream,Elvis Presley,../../partitions/billboard/raw/original/0543/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_459.jams
billboard_460,0588,We Are The Champions,Queen,../../partitions/billboard/raw/original/0588/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_460.jams
billboard_461,0776,Along Comes A Woman,Chicago,../../partitions/billboard/raw/original/0776/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_461.jams
billboard_462,0120,Be My Baby,The Ronettes,../../partitions/billboard/raw/original/0120/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_462.jams
billboard_463,0312,Daydream Believer,Anne Murray,../../partitions/billboard/raw/original/0312/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_463.jams
billboard_464,1006,Three Hearts In A Tangle,Roy Drusky,../../partitions/billboard/raw/original/1006/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_464.jams
billboard_465,1234,Amanda,Boston,../../partitions/billboard/raw/original/1234/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_465.jams
billboard_466,0782,Because I Love You,Stevie B,../../partitions/billboard/raw/original/0782/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_466.jams
billboard_467,0923,Judy,Elvis Presley,../../partitions/billboard/raw/original/0923/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_467.jams
billboard_468,0749,Dyer Maker,Led Zepplin,../../partitions/billboard/raw/original/0749/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_468.jams
billboard_469,1039,Girl I m Gonna Miss You,Milli Vanilli,../../partitions/billboard/raw/original/1039/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_469.jams
billboard_470,1099,Where Are You,Dinah Washington,../../partitions/billboard/raw/original/1099/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_470.jams
billboard_471,0510,How Blue Can You Get,B.B. King,../../partitions/billboard/raw/original/0510/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_471.jams
billboard_472,0722,Where Are You,Dinah Washington,../../partitions/billboard/raw/original/0722/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_472.jams
billboard_473,0346,Living It Down,Freddy Fender,../../partitions/billboard/raw/original/0346/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_473.jams
billboard_474,0948,The Twist,Chubby Checker,../../partitions/billboard/raw/original/0948/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_474.jams
billboard_475,1260,"Right Here, Right Now",Jesus Jones,../../partitions/billboard/raw/original/1260/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_475.jams
billboard_476,1052,Another Brick In The Wall (Part II),Pink Floyd,../../partitions/billboard/raw/original/1052/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_476.jams
billboard_477,0180,Gordon Lightfoot,Beautiful,../../partitions/billboard/raw/original/0180/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_477.jams
billboard_478,1258,Lady,Kenny Rogers,../../partitions/billboard/raw/original/1258/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_478.jams
billboard_479,0984,Hello Stranger,Barbara Lewis,../../partitions/billboard/raw/original/0984/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_479.jams
billboard_480,0528,Crystal Blue Persuasion,Tommy James,../../partitions/billboard/raw/original/0528/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_480.jams
billboard_481,0970,Modern Love,David Bowie,../../partitions/billboard/raw/original/0970/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_481.jams
billboard_482,1055,My Wish Came True,Elvis Presley,../../partitions/billboard/raw/original/1055/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_482.jams
billboard_483,0187,Help Is On The Way,Little River Band,../../partitions/billboard/raw/original/0187/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_483.jams
billboard_484,1267,"Rock and Roll, Hoochie Koo",Rick Derringer,../../partitions/billboard/raw/original/1267/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_484.jams
billboard_485,0341,Easy,The Commodores,../../partitions/billboard/raw/original/0341/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_485.jams
billboard_486,0725,For The Good Times,Ray Price,../../partitions/billboard/raw/original/0725/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_486.jams
billboard_487,0517,Years Ago,George Harrison,../../partitions/billboard/raw/original/0517/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_487.jams
billboard_488,0348,The Best,Tina Turner,../../partitions/billboard/raw/original/0348/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_488.jams
billboard_489,0946,I Second That Emotion,The Miracles,../../partitions/billboard/raw/original/0946/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_489.jams
billboard_490,1063,This Little Girl,Dion,../../partitions/billboard/raw/original/1063/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_490.jams
billboard_491,0383,Sunshine Superman,Donovan,../../partitions/billboard/raw/original/0383/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_491.jams
billboard_492,0713,Ko-Ko Joe,Jerry Reed,../../partitions/billboard/raw/original/0713/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_492.jams
billboard_493,0521,The Humpty Dance,Digital Underground,../../partitions/billboard/raw/original/0521/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_493.jams
billboard_494,0145,Runaround Sue,Dion,../../partitions/billboard/raw/original/0145/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_494.jams
billboard_495,1097,After The Love Has Gone,"Earth, Wind & Fire",../../partitions/billboard/raw/original/1097/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_495.jams
billboard_496,0979,Karma Chameleon,Culture Club,../../partitions/billboard/raw/original/0979/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_496.jams
billboard_497,0377,I Can't Stand The Rain,Ann Peebles,../../partitions/billboard/raw/original/0377/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_497.jams
billboard_498,0941,Like A Rock,Bob Seger,../../partitions/billboard/raw/original/0941/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_498.jams
billboard_499,1269,Who Wears These Shoes,Elton John,../../partitions/billboard/raw/original/1269/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_499.jams
billboard_500,0370,Kisses On The Wind,Neneh Cherry,../../partitions/billboard/raw/original/0370/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_500.jams
billboard_501,0526,Love Comes Quickly,Pet Shop Boys,../../partitions/billboard/raw/original/0526/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_501.jams
billboard_502,0384,If you love somebody set them free,Sting,../../partitions/billboard/raw/original/0384/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_502.jams
billboard_503,1256,Abacab,Genesis,../../partitions/billboard/raw/original/1256/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_503.jams
billboard_504,1064,Sad Eyes,Robert John,../../partitions/billboard/raw/original/1064/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_504.jams
billboard_505,1235,For Ol' Times Sake,Elvis Presley,../../partitions/billboard/raw/original/1235/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_505.jams
billboard_506,1007,Unchained Melody,The Righteous Brothers,../../partitions/billboard/raw/original/1007/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_506.jams
billboard_507,0783,Hot Child in the City,Nick Gilder,../../partitions/billboard/raw/original/0783/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_507.jams
billboard_508,0545,Redneck Friend,Jackson Browne,../../partitions/billboard/raw/original/0545/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_508.jams
billboard_509,0777,Rescue Me,Fontella Bass,../../partitions/billboard/raw/original/0777/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_509.jams
billboard_510,0748,Crying Time,Ray Charles,../../partitions/billboard/raw/original/0748/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_510.jams
billboard_511,0126,Willie Nelson,Blue Eyes Cryin',../../partitions/billboard/raw/original/0126/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_511.jams
billboard_512,0314,I Got You (I Feel Good),James Brown,../../partitions/billboard/raw/original/0314/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_512.jams
billboard_513,0770,Hair,The Cowsills,../../partitions/billboard/raw/original/0770/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_513.jams
billboard_514,0542,Wake Me Up Before You Go-Go,Wham!,../../partitions/billboard/raw/original/0542/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_514.jams
billboard_515,1232,Heaven Must Have Sent You,Bonnie Pointer,../../partitions/billboard/raw/original/1232/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_515.jams
billboard_516,0119,Stand By Me,"David Ruffin, Jimmy Ruffin",../../partitions/billboard/raw/original/0119/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_516.jams
billboard_517,0925,The Best Disco In Town,The Ritchie Family,../../partitions/billboard/raw/original/0925/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_517.jams
billboard_518,0589,Southern Cross,"Crosby, Stills & Nash",../../partitions/billboard/raw/original/0589/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_518.jams
billboard_519,0746,That Old Black Magic,Louis Prima & Keely Smith,../../partitions/billboard/raw/original/0746/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_519.jams
billboard_520,0574,Along Comes A Woman,Chicago,../../partitions/billboard/raw/original/0574/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_520.jams
billboard_521,0322,Bird Dog,The Everly Brothers,../../partitions/billboard/raw/original/0322/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_521.jams
billboard_522,1204,Heartbreaker,Pat Benatar,../../partitions/billboard/raw/original/1204/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_522.jams
billboard_523,0580,I Found A Love,The Falcons,../../partitions/billboard/raw/original/0580/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_523.jams
billboard_524,0913,Girl You Know It s True,Milli Vanilli,../../partitions/billboard/raw/original/0913/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_524.jams
billboard_525,0779,A Very Special Love Song,Charlie Rich,../../partitions/billboard/raw/original/0779/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_525.jams
billboard_526,1009,The Millionaire,Dr. Hook,../../partitions/billboard/raw/original/1009/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_526.jams
billboard_527,0587,Unchained Melody,The Righteous Brothers,../../partitions/billboard/raw/original/0587/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_527.jams
billboard_528,1203,Island Of Lost Souls,Blondie,../../partitions/billboard/raw/original/1203/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_528.jams
billboard_529,1031,We Don t Need Another Hero (Thunderdome),Tina Turner,../../partitions/billboard/raw/original/1031/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_529.jams
billboard_530,0325,Let Me Get To Know You,Paul Anka,../../partitions/billboard/raw/original/0325/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_530.jams
billboard_531,0573,"Oh Me, Oh My (Dreams In My Arms)",Al Green,../../partitions/billboard/raw/original/0573/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_531.jams
billboard_532,0741,Love Is A Battlefield,Pat Benatar,../../partitions/billboard/raw/original/0741/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_532.jams
billboard_533,0128,Brandy,Looking Glass,../../partitions/billboard/raw/original/0128/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_533.jams
billboard_534,0914,If Not You,Dr. Hook,../../partitions/billboard/raw/original/0914/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_534.jams
billboard_535,1268,Frankenstein,Edgar Winter,../../partitions/billboard/raw/original/1268/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_535.jams
billboard_536,0188,I Want You To Want Me,Cheap Trick,../../partitions/billboard/raw/original/0188/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_536.jams
billboard_537,0518,Suite: Judy Blue Eyes,"Crosby, Stills & Nash",../../partitions/billboard/raw/original/0518/salami_chords.txt,../../partitions/billboard/choco/jams/billboard_537.jams
