chord,note_1,note_2,note_3,note_4,note_5,note_6,note_7,note_8,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8
A:maj6/1,A,C#,E,F#,,,,,440.0,554.3652619537443,659.2551138257401,739.988845423269,,,,
D:maj6/7,D,F#,A,B,C#,,,,293.66476791740746,369.99442271163434,440.0,493.8833012561241,554.3652619537443,,,
E:9(11)/b7,E,G#,B,D,F#,A,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,739.988845423269,880.0000000000003,,
G#:7/1,G#,B#,D#,F#,,,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,,,,
E:min6/1,E,G,B,C#,,,,,329.62755691286986,391.99543598174927,493.8833012561241,554.3652619537443,,,,
Eb:9/4,Eb,G,Ab,Bb,Db,F,,,311.1269837220808,391.99543598174927,415.3046975799451,466.1637615180899,554.3652619537443,698.456462866008,,
D:maj(4),D,F#,G,A,,,,,293.66476791740746,369.99442271163434,391.99543598174927,440.0,,,,
G:dim/1,G,Bb,Db,,,,,,391.99543598174927,466.1637615180899,554.3652619537443,,,,,
F:aug(7)/#4,F,A,B,C#,E,,,,349.2282314330038,440.0,493.8833012561241,554.3652619537443,659.2551138257401,,,
G#:aug(7)/b5,G#,B#,D,D##,F##,,,,415.3046975799451,523.2511306011974,587.3295358348153,659.2551138257401,783.990871963499,,,
"G#:aug(9,b7)",G#,B#,D##,F#,A#,,,,415.3046975799451,523.2511306011974,659.2551138257401,739.988845423269,932.3275230361803,,,
Bb:maj(9)/6,Bb,D,F,G,C,,,,466.1637615180899,587.3295358348153,698.456462866008,783.990871963499,1046.5022612023952,,,
"A:7(13,b9)/b7",A,C#,E,G,Bb,F#,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,932.3275230361803,1479.977690846539,,
C:dim/#4,C,Eb,F#,Gb,,,,,261.6255653005985,311.1269837220808,369.99442271163434,369.99442271163434,,,,
G:dim/b9,G,Bb,Db,Ab,,,,,391.99543598174927,466.1637615180899,554.3652619537443,830.6093951598907,,,,
G:aug(7)/b6,G,B,D#,Eb,F#,,,,391.99543598174927,493.8833012561241,622.253967444162,622.253967444162,739.988845423269,,,
E:maj9(#11)/b5,E,G#,Bb,B,D#,F#,A#,,329.62755691286986,415.3046975799451,466.1637615180899,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,
Cb:maj/#7,Cb,Eb,Gb,B,,,,,246.94165062806198,311.1269837220808,369.99442271163434,493.8833012561241,,,,
D:7(b9)/b9,D,F#,A,C,Eb,,,,293.66476791740746,369.99442271163434,440.0,523.2511306011974,622.253967444162,,,
A:maj6/b3,A,C,C#,E,F#,,,,440.0,523.2511306011974,554.3652619537443,659.2551138257401,739.988845423269,,,
"D:9(#1,b13)/b4",D,D#,F#,Gb,A,C,E,Bb,293.66476791740746,311.1269837220808,369.99442271163434,369.99442271163434,440.0,523.2511306011974,659.2551138257401,932.3275230361803
"D:sus4(b7,9,13)/3",D,F#,G,A,C,E,B,,293.66476791740746,369.99442271163434,391.99543598174927,440.0,523.2511306011974,659.2551138257401,987.7666025122488,
D#:9(13),D#,F##,A#,C#,E#,B#,,,311.1269837220808,391.99543598174927,466.1637615180899,554.3652619537443,698.456462866008,1046.5022612023952,,
Eb:min9/#9,Eb,Gb,Bb,Db,F,F#,,,311.1269837220808,369.99442271163434,466.1637615180899,554.3652619537443,698.456462866008,739.988845423269,,
Ab:9(13)/b7,Ab,C,Eb,Gb,Bb,F,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,1396.912925732017,,
Ab:sus4/#9,Ab,Db,Eb,B,,,,,415.3046975799451,554.3652619537443,622.253967444162,987.7666025122488,,,,
F:min/b9,F,Ab,C,Gb,,,,,349.2282314330038,415.3046975799451,523.2511306011974,739.988845423269,,,,
"G:(3,b5,b7,b9,b13)/9",G,B,Db,F,Ab,A,Eb,,391.99543598174927,493.8833012561241,554.3652619537443,698.456462866008,830.6093951598907,880.0000000000003,1244.5079348883246,
"G:(3,b5,b7,b9,b13)/b3",G,Bb,B,Db,F,Ab,Eb,,391.99543598174927,466.1637615180899,493.8833012561241,554.3652619537443,698.456462866008,830.6093951598907,1244.5079348883246,
D:7(#9)/b6,D,F#,A,Bb,C,E#,,,293.66476791740746,369.99442271163434,440.0,466.1637615180899,523.2511306011974,698.456462866008,,
Bb:7(b9)/b7,Bb,D,F,Ab,Cb,,,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,987.7666025122488,,,
C:7(b9)/9,C,E,G,Bb,Db,D,,,261.6255653005985,329.62755691286986,391.99543598174927,466.1637615180899,554.3652619537443,587.3295358348153,,
F:9(#13)/9,F,A,C,Eb,G,D#,,,349.2282314330038,440.0,523.2511306011974,622.253967444162,783.990871963499,1244.5079348883246,,
F:9(#13)/7,F,A,C,Eb,E,G,D#,,349.2282314330038,440.0,523.2511306011974,622.253967444162,659.2551138257401,783.990871963499,1244.5079348883246,
"E:sus4(b7,9,13)/4",E,A,B,D,F#,C#,,,329.62755691286986,440.0,493.8833012561241,587.3295358348153,739.988845423269,1108.7305239074892,,
C:aug/b6,C,E,G#,Ab,,,,,261.6255653005985,329.62755691286986,415.3046975799451,415.3046975799451,,,,
Eb:maj7/#1,Eb,E,G,Bb,D,,,,311.1269837220808,329.62755691286986,391.99543598174927,466.1637615180899,587.3295358348153,,,
"Bb:7(13,#9)",Bb,D,F,Ab,C#,G,,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,1108.7305239074892,1567.9817439269987,,
"Gb:(*3,*5)",Gb,,,,,,,,369.99442271163434,,,,,,,
F#:min9(11)/b7,F#,A,C#,E,G#,B,,,369.99442271163434,440.0,554.3652619537443,659.2551138257401,830.6093951598907,987.7666025122488,,
B:7(b9)/4,B,D#,E,F#,A,C,,,493.8833012561241,622.253967444162,659.2551138257401,739.988845423269,880.0000000000003,1046.5022612023952,,
Ab:sus4/b7,Ab,Db,Eb,Gb,,,,,415.3046975799451,554.3652619537443,622.253967444162,739.988845423269,,,,
G#:9(11)/b5,G#,B#,D,D#,F#,A#,C#,,415.3046975799451,523.2511306011974,587.3295358348153,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,
"G#:7(#11,b9)",G#,B#,D#,F#,A,C##,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,880.0000000000003,1174.659071669631,,
Eb:min(b6)/4,Eb,Gb,Ab,Bb,Cb,,,,311.1269837220808,369.99442271163434,415.3046975799451,466.1637615180899,493.8833012561241,,,
Eb:min(b6)/5,Eb,Gb,Bb,Cb,,,,,311.1269837220808,369.99442271163434,466.1637615180899,493.8833012561241,,,,
"B:7(#11,b9)/b7",B,D#,F#,A,C,E#,,,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,1046.5022612023952,1396.912925732017,,
C#:dim7/5,C#,E,G,G#,Bb,,,,277.182630976872,329.62755691286986,391.99543598174927,415.3046975799451,466.1637615180899,,,
C:min/#4,C,Eb,F#,G,,,,,261.6255653005985,311.1269837220808,369.99442271163434,391.99543598174927,,,,
A#:hdim7/b4,A#,C#,D,E,G#,,,,466.1637615180899,554.3652619537443,587.3295358348153,659.2551138257401,830.6093951598907,,,
A#:hdim7/b5,A#,C#,E,G#,,,,,466.1637615180899,554.3652619537443,659.2551138257401,830.6093951598907,,,,
A#:hdim7/b7,A#,C#,E,G#,,,,,466.1637615180899,554.3652619537443,659.2551138257401,830.6093951598907,,,,
C#:7/b6,C#,E#,G#,A,B,,,,277.182630976872,349.2282314330038,415.3046975799451,440.0,493.8833012561241,,,
G:maj7/b7,G,B,D,F,F#,,,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,739.988845423269,,,
Eb:maj7/b7,Eb,G,Bb,Db,D,,,,311.1269837220808,391.99543598174927,466.1637615180899,554.3652619537443,587.3295358348153,,,
C#:maj7/b7,C#,E#,G#,B,B#,,,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,523.2511306011974,,,
A:maj7/b7,A,C#,E,G,G#,,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,830.6093951598907,,,
G:9(13)/b5,G,B,Db,D,F,A,E,,391.99543598174927,493.8833012561241,554.3652619537443,587.3295358348153,698.456462866008,880.0000000000003,1318.5102276514808,
Ab:min9/9,Ab,Cb,Eb,Gb,Bb,,,,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,,,
Eb:min(b6)/#9,Eb,Gb,Bb,Cb,F#,,,,311.1269837220808,369.99442271163434,466.1637615180899,493.8833012561241,739.988845423269,,,
B:9(13)/5,B,D#,F#,A,C#,G#,,,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,1108.7305239074892,1661.218790319782,,
G#:min9/b3,G#,B,D#,F#,A#,,,,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,,,
G:min9(11)/b7,G,Bb,D,F,A,C,,,391.99543598174927,466.1637615180899,587.3295358348153,698.456462866008,880.0000000000003,1046.5022612023952,,
Bb:min7/#3,Bb,Db,D#,F,Ab,,,,466.1637615180899,554.3652619537443,622.253967444162,698.456462866008,830.6093951598907,,,
Gb:7/1,Gb,Bb,Db,Fb,,,,,369.99442271163434,466.1637615180899,554.3652619537443,659.2551138257401,,,,
B:min9/1,B,D,F#,A,C#,,,,493.8833012561241,587.3295358348153,739.988845423269,880.0000000000003,1108.7305239074892,,,
Bb:maj6/1,Bb,D,F,G,,,,,466.1637615180899,587.3295358348153,698.456462866008,783.990871963499,,,,
A:min/b9,A,C,E,Bb,,,,,440.0,523.2511306011974,659.2551138257401,932.3275230361803,,,,
G#:9(11),G#,B#,D#,F#,A#,C#,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,1108.7305239074892,,
"G:sus4(b7,b9)/1",G,C,D,F,Ab,,,,391.99543598174927,523.2511306011974,587.3295358348153,698.456462866008,830.6093951598907,,,
E:7(b9)/b7,E,G#,B,D,F,,,,329.62755691286986,415.3046975799451,493.8833012561241,587.3295358348153,698.456462866008,,,
C:9(13)/9,C,E,G,Bb,D,A,,,261.6255653005985,329.62755691286986,391.99543598174927,466.1637615180899,587.3295358348153,880.0000000000003,,
G:maj6/b1,Gb,G,B,D,E,,,,369.99442271163434,391.99543598174927,493.8833012561241,587.3295358348153,659.2551138257401,,,
E:9(b13)/b6,E,G#,B,C,D,F#,C,,329.62755691286986,415.3046975799451,493.8833012561241,523.2511306011974,587.3295358348153,739.988845423269,1046.5022612023952,
"D:(3,b5,b7,b9,b13)/b3",D,F,F#,Ab,C,Eb,Bb,,293.66476791740746,349.2282314330038,369.99442271163434,415.3046975799451,523.2511306011974,622.253967444162,932.3275230361803,
"G#:7(#9,#11)",G#,B#,D#,F#,A##,C##,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,987.7666025122488,1174.659071669631,,
G:7(#9)/4,G,B,C,D,F,A#,,,391.99543598174927,493.8833012561241,523.2511306011974,587.3295358348153,698.456462866008,932.3275230361803,,
C:minmaj7(9)/b3,C,Eb,G,B,D,,,,261.6255653005985,311.1269837220808,391.99543598174927,493.8833012561241,587.3295358348153,,,
D#:9/b5,D#,F##,A,A#,C#,E#,,,311.1269837220808,391.99543598174927,440.0,466.1637615180899,554.3652619537443,698.456462866008,,
E:7(b9)/b4,E,G#,Ab,B,D,F,,,329.62755691286986,415.3046975799451,415.3046975799451,493.8833012561241,587.3295358348153,698.456462866008,,
"C:aug(b7,9)/3",C,E,G#,Bb,D,,,,261.6255653005985,329.62755691286986,415.3046975799451,466.1637615180899,587.3295358348153,,,
"C:aug(b7,9)/#4",C,E,F#,G#,Bb,D,,,261.6255653005985,329.62755691286986,369.99442271163434,415.3046975799451,466.1637615180899,587.3295358348153,,
"F#:sus4(b7,9)/9",F#,B,C#,E,G#,,,,369.99442271163434,493.8833012561241,554.3652619537443,659.2551138257401,830.6093951598907,,,
"F#:sus4(b7,9)/5",F#,B,C#,E,G#,,,,369.99442271163434,493.8833012561241,554.3652619537443,659.2551138257401,830.6093951598907,,,
"F#:sus4(b7,9)/6",F#,B,C#,D#,E,G#,,,369.99442271163434,493.8833012561241,554.3652619537443,622.253967444162,659.2551138257401,830.6093951598907,,
"E:sus4(b7,9)/3",E,G#,A,B,D,F#,,,329.62755691286986,415.3046975799451,440.0,493.8833012561241,587.3295358348153,739.988845423269,,
C#:9/5,C#,E#,G#,B,D#,,,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,622.253967444162,,,
"G#:sus4(b7,9,13)",G#,C#,D#,F#,A#,E#,,,415.3046975799451,554.3652619537443,622.253967444162,739.988845423269,932.3275230361803,1396.912925732017,,
C#:sus4/6,C#,F#,G#,A#,,,,,277.182630976872,369.99442271163434,415.3046975799451,466.1637615180899,,,,
F:7/#1,F,F#,A,C,Eb,,,,349.2282314330038,369.99442271163434,440.0,523.2511306011974,622.253967444162,,,
F#:9/b7,F#,A#,C#,E,G#,,,,369.99442271163434,466.1637615180899,554.3652619537443,659.2551138257401,830.6093951598907,,,
"Bb:(2,*3,5)/9",Bb,C,F,C,,,,,466.1637615180899,523.2511306011974,698.456462866008,1046.5022612023952,,,,
Eb:maj6/#4,Eb,G,A,Bb,C,,,,311.1269837220808,391.99543598174927,440.0,466.1637615180899,523.2511306011974,,,
E:min9(11)/1,E,G,B,D,F#,A,,,329.62755691286986,391.99543598174927,493.8833012561241,587.3295358348153,739.988845423269,880.0000000000003,,
D#:min9(11)/1,D#,F#,A#,C#,E#,G#,,,311.1269837220808,369.99442271163434,466.1637615180899,554.3652619537443,698.456462866008,830.6093951598907,,
A:7(b9)/9,A,C#,E,G,Bb,B,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,932.3275230361803,987.7666025122488,,
B:7(b9)/9,B,D#,F#,A,C,C#,,,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,1046.5022612023952,1108.7305239074892,,
D#:min/b1,D,D#,F#,A#,,,,,293.66476791740746,311.1269837220808,369.99442271163434,466.1637615180899,,,,
D:min7/#4,D,F,G#,A,C,,,,293.66476791740746,349.2282314330038,415.3046975799451,440.0,523.2511306011974,,,
G:min7/#4,G,Bb,C#,D,F,,,,391.99543598174927,466.1637615180899,554.3652619537443,587.3295358348153,698.456462866008,,,
"C:(2,*3,5)/#4",C,D,F#,G,,,,,261.6255653005985,293.66476791740746,369.99442271163434,391.99543598174927,,,,
"G:aug(b7,9)/b5",G,B,Db,D#,F,A,,,391.99543598174927,493.8833012561241,554.3652619537443,622.253967444162,698.456462866008,880.0000000000003,,
A#:minmaj7/b3,A#,C#,E#,G##,,,,,466.1637615180899,554.3652619537443,698.456462866008,880.0000000000003,,,,
A#:minmaj7/b6,A#,C#,E#,F#,G##,,,,466.1637615180899,554.3652619537443,698.456462866008,739.988845423269,880.0000000000003,,,
A#:minmaj7/b1,A,A#,C#,E#,G##,,,,440.0,466.1637615180899,554.3652619537443,698.456462866008,880.0000000000003,,,
A:min9(11)/6,A,C,E,F#,G,B,D,,440.0,523.2511306011974,659.2551138257401,739.988845423269,783.990871963499,987.7666025122488,1174.659071669631,
"Gb:7(b13,b9)",Gb,Bb,Db,Fb,Abb,Ebb,,,369.99442271163434,466.1637615180899,554.3652619537443,659.2551138257401,783.990871963499,1174.659071669631,,
Bb:9/4,Bb,D,Eb,F,Ab,C,,,466.1637615180899,587.3295358348153,622.253967444162,698.456462866008,830.6093951598907,1046.5022612023952,,
Bb:dim7/3,Bb,Db,D,Fb,Abb,,,,466.1637615180899,554.3652619537443,587.3295358348153,659.2551138257401,783.990871963499,,,
E:min/b4,E,G,Ab,B,,,,,329.62755691286986,391.99543598174927,415.3046975799451,493.8833012561241,,,,
C#:min/b1,C,C#,E,G#,,,,,261.6255653005985,277.182630976872,329.62755691286986,415.3046975799451,,,,
Eb:7/b6,Eb,G,Bb,Cb,Db,,,,311.1269837220808,391.99543598174927,466.1637615180899,493.8833012561241,554.3652619537443,,,
D:7/b1,Db,D,F#,A,C,,,,277.182630976872,293.66476791740746,369.99442271163434,440.0,523.2511306011974,,,
C:minmaj7/4,C,Eb,F,G,B,,,,261.6255653005985,311.1269837220808,349.2282314330038,391.99543598174927,493.8833012561241,,,
C#:min9(11)/9,C#,E,G#,B,D#,F#,,,277.182630976872,329.62755691286986,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,,
C#:min9(11)/1,C#,E,G#,B,D#,F#,,,277.182630976872,329.62755691286986,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,,
B:dim7/4,B,D,E,F,Ab,,,,493.8833012561241,587.3295358348153,659.2551138257401,698.456462866008,830.6093951598907,,,
Bb:9(13)/#6,Bb,D,F,G#,Ab,C,G,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,830.6093951598907,1046.5022612023952,1567.9817439269987,
Bb:9(13)/6,Bb,D,F,G,Ab,C,G,,466.1637615180899,587.3295358348153,698.456462866008,783.990871963499,830.6093951598907,1046.5022612023952,1567.9817439269987,
"C#:aug(7,9)",C#,E#,G##,B#,D#,,,,277.182630976872,349.2282314330038,440.0,523.2511306011974,622.253967444162,,,
"Ab:aug(7,9)",Ab,C,E,G,Bb,,,,415.3046975799451,523.2511306011974,659.2551138257401,783.990871963499,932.3275230361803,,,
G:9/b9,G,B,D,F,Ab,A,,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,830.6093951598907,880.0000000000003,,
C:min9/9,C,Eb,G,Bb,D,,,,261.6255653005985,311.1269837220808,391.99543598174927,466.1637615180899,587.3295358348153,,,
Eb:maj(9)/9,Eb,G,Bb,F,,,,,311.1269837220808,391.99543598174927,466.1637615180899,698.456462866008,,,,
Db:sus4/9,Db,Gb,Ab,Eb,,,,,277.182630976872,369.99442271163434,415.3046975799451,622.253967444162,,,,
D:min9(11)/9,D,F,A,C,E,G,,,293.66476791740746,349.2282314330038,440.0,523.2511306011974,659.2551138257401,783.990871963499,,
Bb:9(#13)/5,Bb,D,F,Ab,C,G#,,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,1046.5022612023952,1661.218790319782,,
"Ab:sus4(b9,b7)/4",Ab,Db,Eb,Gb,Bbb,,,,415.3046975799451,554.3652619537443,622.253967444162,739.988845423269,880.0000000000003,,,
Db:dim/3,Db,Fb,F,Abb,,,,,277.182630976872,329.62755691286986,349.2282314330038,391.99543598174927,,,,
"G#:(*3,5)/5",G#,D#,,,,,,,415.3046975799451,622.253967444162,,,,,,
G#:7/b1,G,G#,B#,D#,F#,,,,391.99543598174927,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,,,
G:9(b13)/b7,G,B,D,F,A,Eb,,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,880.0000000000003,1244.5079348883246,,
F#:min9/b1,F,F#,A,C#,E,G#,,,349.2282314330038,369.99442271163434,440.0,554.3652619537443,659.2551138257401,830.6093951598907,,
"B:aug(b7,9,11)",B,D#,F##,A,C#,E,,,493.8833012561241,622.253967444162,783.990871963499,880.0000000000003,1108.7305239074892,1318.5102276514808,,
Ab:min6(9)/6,Ab,Cb,Eb,F,Bb,,,,415.3046975799451,493.8833012561241,622.253967444162,698.456462866008,932.3275230361803,,,
"G:7(#9,13)",G,B,D,F,A#,E,,,391.99543598174927,493.8833012561241,587.3295358348153,698.456462866008,932.3275230361803,1318.5102276514808,,
E:7(b9)/b3,E,G,G#,B,D,F,,,329.62755691286986,391.99543598174927,415.3046975799451,493.8833012561241,587.3295358348153,698.456462866008,,
A:maj(4),A,C#,D,E,,,,,440.0,554.3652619537443,587.3295358348153,659.2551138257401,,,,
G#:9/b7,G#,B#,D#,F#,A#,,,,415.3046975799451,523.2511306011974,622.253967444162,739.988845423269,932.3275230361803,,,
"D:sus4(b7,9)/b7",D,G,A,C,E,,,,293.66476791740746,391.99543598174927,440.0,523.2511306011974,659.2551138257401,,,
A:maj(9)/6,A,C#,E,F#,B,,,,440.0,554.3652619537443,659.2551138257401,739.988845423269,987.7666025122488,,,
"F#:7(#11,#9)",F#,A#,C#,E,G##,B#,,,369.99442271163434,466.1637615180899,554.3652619537443,659.2551138257401,880.0000000000003,1046.5022612023952,,
Db:dim7/5,Db,Fb,Abb,Ab,Cbb,,,,277.182630976872,329.62755691286986,391.99543598174927,415.3046975799451,466.1637615180899,,,
F:minmaj7(9)/5,F,Ab,C,E,G,,,,349.2282314330038,415.3046975799451,523.2511306011974,659.2551138257401,783.990871963499,,,
Gb:maj6/#5,Gb,Bb,Db,D,Eb,,,,369.99442271163434,466.1637615180899,554.3652619537443,587.3295358348153,622.253967444162,,,
Bb:maj6(9)/b7,Bb,D,F,G,Ab,C,,,466.1637615180899,587.3295358348153,698.456462866008,783.990871963499,830.6093951598907,1046.5022612023952,,
Ab:maj9(13)/7,Ab,C,Eb,G,Bb,F,,,415.3046975799451,523.2511306011974,622.253967444162,783.990871963499,932.3275230361803,1396.912925732017,,
D:maj7/b5,D,F#,Ab,A,C#,,,,293.66476791740746,369.99442271163434,415.3046975799451,440.0,554.3652619537443,,,
"A:(2,*3,5)/4",A,B,D,E,,,,,440.0,493.8833012561241,587.3295358348153,659.2551138257401,,,,
"F#:aug(7,b9)/b9",F#,A#,C##,E#,G,,,,369.99442271163434,466.1637615180899,587.3295358348153,698.456462866008,783.990871963499,,,
C#:min9(11)/b7,C#,E,G#,B,D#,F#,,,277.182630976872,329.62755691286986,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,,
"Eb:aug(b7,#9)/3",Eb,G,B,Db,F#,,,,311.1269837220808,391.99543598174927,493.8833012561241,554.3652619537443,739.988845423269,,,
Ab:min9/b7,Ab,Cb,Eb,Gb,Bb,,,,415.3046975799451,493.8833012561241,622.253967444162,739.988845423269,932.3275230361803,,,
"D:7(b9,b13)/b3",D,F,F#,A,C,Eb,Bb,,293.66476791740746,349.2282314330038,369.99442271163434,440.0,523.2511306011974,622.253967444162,932.3275230361803,
"B:7(#9,b13)",B,D#,F#,A,C##,G,,,493.8833012561241,622.253967444162,739.988845423269,880.0000000000003,1174.659071669631,1567.9817439269987,,
Db:sus4/3,Db,F,Gb,Ab,,,,,277.182630976872,349.2282314330038,369.99442271163434,415.3046975799451,,,,
Ab:sus4/7,Ab,Db,Eb,G,,,,,415.3046975799451,554.3652619537443,622.253967444162,783.990871963499,,,,
"G:sus4(9,13,b7)/4",G,C,D,F,A,E,,,391.99543598174927,523.2511306011974,587.3295358348153,698.456462866008,880.0000000000003,1318.5102276514808,,
Bb:7(b9)/7,Bb,D,F,Ab,A,Cb,,,466.1637615180899,587.3295358348153,698.456462866008,830.6093951598907,880.0000000000003,987.7666025122488,,
E:sus4/b9,E,A,B,F,,,,,329.62755691286986,440.0,493.8833012561241,698.456462866008,,,,
Db:9(#11)/9,Db,F,Ab,Cb,Eb,G,,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,622.253967444162,783.990871963499,,
C:min9/b6,C,Eb,G,Ab,Bb,D,,,261.6255653005985,311.1269837220808,391.99543598174927,415.3046975799451,466.1637615180899,587.3295358348153,,
F#:maj(4),F#,A#,B,C#,,,,,369.99442271163434,466.1637615180899,493.8833012561241,554.3652619537443,,,,
G:9(b13)/b5,G,B,Db,D,F,A,Eb,,391.99543598174927,493.8833012561241,554.3652619537443,587.3295358348153,698.456462866008,880.0000000000003,1244.5079348883246,
F:7(4),F,A,Bb,C,Eb,,,,349.2282314330038,440.0,466.1637615180899,523.2511306011974,622.253967444162,,,
B:aug/b1,Bb,B,D#,F##,,,,,466.1637615180899,493.8833012561241,622.253967444162,783.990871963499,,,,
"D#:7(b9,b13)",D#,F##,A#,C#,E,B,,,311.1269837220808,391.99543598174927,466.1637615180899,554.3652619537443,659.2551138257401,987.7666025122488,,
A:sus4/b6,A,D,E,F,,,,,440.0,587.3295358348153,659.2551138257401,698.456462866008,,,,
"G:(*3,5)/5",G,D,,,,,,,391.99543598174927,587.3295358348153,,,,,,
"Ab:(*3,5)/5",Ab,Eb,,,,,,,415.3046975799451,622.253967444162,,,,,,
Gb:min9/4,Gb,Bbb,Cb,Db,Fb,Ab,,,369.99442271163434,440.0,493.8833012561241,554.3652619537443,659.2551138257401,830.6093951598907,,
A:9(13)/b5,A,C#,Eb,E,G,B,F#,,440.0,554.3652619537443,622.253967444162,659.2551138257401,783.990871963499,987.7666025122488,1479.977690846539,
F:min9/#4,F,Ab,B,C,Eb,G,,,349.2282314330038,415.3046975799451,493.8833012561241,523.2511306011974,622.253967444162,783.990871963499,,
"Bb:aug(7,b9)/5",Bb,D,F,F#,A,Cb,,,466.1637615180899,587.3295358348153,698.456462866008,739.988845423269,880.0000000000003,987.7666025122488,,
"Bb:aug(7,b9)/b3",Bb,Db,D,F#,A,Cb,,,466.1637615180899,554.3652619537443,587.3295358348153,739.988845423269,880.0000000000003,987.7666025122488,,
"Bb:aug(7,b9)/3",Bb,D,F#,A,Cb,,,,466.1637615180899,587.3295358348153,739.988845423269,880.0000000000003,987.7666025122488,,,
"A:7(b13,b9)/b5",A,C#,Eb,E,G,Bb,F,,440.0,554.3652619537443,622.253967444162,659.2551138257401,783.990871963499,932.3275230361803,1396.912925732017,
"A:7(b13,b9)/b7",A,C#,E,G,Bb,F,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,932.3275230361803,1396.912925732017,,
"A:7(b13,b9)/b3",A,C,C#,E,G,Bb,F,,440.0,523.2511306011974,554.3652619537443,659.2551138257401,783.990871963499,932.3275230361803,1396.912925732017,
"Db:7(#11,#9)",Db,F,Ab,Cb,E,G,,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,659.2551138257401,783.990871963499,,
G:min/#5,G,Bb,D,D#,,,,,391.99543598174927,466.1637615180899,587.3295358348153,622.253967444162,,,,
A:9(13)/9,A,C#,E,G,B,F#,,,440.0,554.3652619537443,659.2551138257401,783.990871963499,987.7666025122488,1479.977690846539,,
C:dim/b9,C,Eb,Gb,Db,,,,,261.6255653005985,311.1269837220808,369.99442271163434,554.3652619537443,,,,
Db:aug/1,Db,F,A,,,,,,277.182630976872,349.2282314330038,440.0,,,,,
Db:9/1,Db,F,Ab,Cb,Eb,,,,277.182630976872,349.2282314330038,415.3046975799451,493.8833012561241,622.253967444162,,,
D#:maj9(13),D#,F##,A#,C##,E#,B#,,,311.1269837220808,391.99543598174927,466.1637615180899,587.3295358348153,698.456462866008,1046.5022612023952,,
A:9/6,A,C#,E,F#,G,B,,,440.0,554.3652619537443,659.2551138257401,739.988845423269,783.990871963499,987.7666025122488,,
"G:(b3,#5)/b6",G,Bb,D#,Eb,,,,,391.99543598174927,466.1637615180899,622.253967444162,622.253967444162,,,,
Gb:9/7,Gb,Bb,Db,Fb,F,Ab,,,369.99442271163434,466.1637615180899,554.3652619537443,659.2551138257401,698.456462866008,830.6093951598907,,
"D:sus4(b7,b9)/5",D,G,A,C,Eb,,,,293.66476791740746,391.99543598174927,440.0,523.2511306011974,622.253967444162,,,
D:min6(9)/6,D,F,A,B,E,,,,293.66476791740746,349.2282314330038,440.0,493.8833012561241,659.2551138257401,,,
F:min9(11)/9,F,Ab,C,Eb,G,Bb,,,349.2282314330038,415.3046975799451,523.2511306011974,622.253967444162,783.990871963499,932.3275230361803,,
"Ab:(*3,5)/9",Ab,Eb,Bb,,,,,,415.3046975799451,622.253967444162,932.3275230361803,,,,,
"Bb:(*3,5)/9",Bb,F,C,,,,,,466.1637615180899,698.456462866008,1046.5022612023952,,,,,
"Ab:(*3,5)/3",Ab,C,Eb,,,,,,415.3046975799451,523.2511306011974,622.253967444162,,,,,
Ab:maj9(#11)/6,Ab,C,Eb,F,G,Bb,D,,415.3046975799451,523.2511306011974,622.253967444162,698.456462866008,783.990871963499,932.3275230361803,1174.659071669631,
